Name,Start,End,Activity
Ravi,09/Aug/23 01:07 AM,16/Jul/23 05:55 PM,Reply to Customers
Jyoti,05/Aug/23 03:31 AM,19/Apr/23 01:07 AM,Inspection
Priyanka,08/Jun/23 01:07 PM,13/Aug/23 10:43 PM,Reply to Customers
Sharan,03/Aug/23 01:07 AM,26/Jun/23 03:31 PM,Call
Deepti,09/Oct/23 03:31 AM,23/Apr/23 05:55 AM,Remote Inspection
Jyoti,07/Oct/23 08:19 PM,03/Apr/23 05:55 AM,Send Email
Deepti,09/May/23 10:43 PM,30/May/23 05:55 PM,Fund raising
Priyanka,17/Jul/23 05:55 AM,16/Jul/23 03:31 AM,Reporting
Jyoti,04/Aug/23 08:19 PM,22/Jul/23 10:43 PM,Fund raising
Jyoti,01/Apr/23 03:31 AM,18/Sep/23 03:31 AM,Inspection
Sharan,21/May/23 03:31 PM,17/May/23 05:55 AM,Updates
Priyanka,05/Jun/23 10:43 PM,22/May/23 08:19 AM,Reply to Customers
Sharan,30/Aug/23 03:31 PM,12/Jun/23 01:07 AM,Remote Inspection
Jyoti,11/Jul/23 10:43 PM,03/Oct/23 10:43 PM,Fund raising
Sharan,16/Jun/23 05:55 AM,06/Oct/23 10:43 AM,Podcast
Sharan,14/May/23 08:19 PM,30/Aug/23 03:31 AM,Business Development
Jyoti,01/Jul/23 08:19 AM,27/Sep/23 03:31 PM,Business Development
Jyoti,01/Jul/23 10:43 PM,31/Jul/23 08:19 PM,Podcast
Sharan,09/Sep/23 10:43 AM,22/May/23 08:19 PM,Reply to Customers
Priyanka,19/Aug/23 10:43 PM,13/Jul/23 10:43 PM,Reporting
Sharan,22/Jun/23 05:55 PM,22/Jun/23 03:31 AM,Updates
Priyanka,25/Jun/23 03:31 AM,30/Jun/23 10:43 AM,Inspection
Priyanka,02/Jun/23 10:43 PM,26/Apr/23 05:55 PM,Send Email
Deepti,10/Oct/23 03:31 PM,17/Sep/23 01:07 AM,Fund raising
Jyoti,06/Aug/23 05:55 PM,17/Apr/23 01:07 PM,Inspection
Sharan,08/Oct/23 03:31 PM,19/Sep/23 08:19 PM,Updates
Jyoti,18/Aug/23 08:19 PM,01/May/23 05:55 AM,Business Development
Ravi,16/Apr/23 08:19 AM,31/May/23 05:55 PM,Updates
Ravi,13/Sep/23 10:43 PM,10/Jun/23 03:31 PM,Fund raising
Ravi,12/Jul/23 05:55 AM,04/Jul/23 03:31 PM,Business Development
Ravi,04/Jul/23 08:19 PM,24/Jun/23 08:19 AM,Updates
Ravi,02/Jun/23 10:43 AM,05/Apr/23 01:07 PM,Business Development
Ravi,13/Aug/23 10:43 AM,16/Jul/23 08:19 AM,Send Email
Jyoti,08/Aug/23 01:07 PM,14/Jul/23 10:43 PM,Fund raising
Deepti,09/Apr/23 10:43 AM,25/Sep/23 08:19 AM,Updates
Jyoti,29/Aug/23 08:19 PM,12/Jun/23 05:55 PM,Business Development
Sharan,10/Sep/23 03:31 AM,10/Jul/23 03:31 PM,Updates
Jyoti,24/Sep/23 05:55 AM,01/Jul/23 03:31 PM,Send Email
Ravi,14/Jun/23 10:43 PM,06/May/23 10:43 PM,Reporting
Sharan,30/Aug/23 10:43 PM,13/Jun/23 03:31 PM,Fund raising
Deepti,22/Aug/23 08:19 AM,28/Apr/23 08:19 AM,Call
Sharan,20/Aug/23 10:43 PM,21/Aug/23 10:43 PM,Inspection
Priyanka,22/Apr/23 05:55 AM,26/Apr/23 10:43 AM,Business Development
Ravi,16/Jun/23 08:19 PM,04/Aug/23 03:31 PM,Inspection
Priyanka,08/Sep/23 01:07 AM,23/Sep/23 08:19 PM,Business Development
Priyanka,28/Apr/23 03:31 AM,30/Mar/23 10:43 AM,Podcast
Deepti,09/Aug/23 03:31 AM,11/Aug/23 01:07 AM,Call
Deepti,04/Sep/23 01:07 PM,21/Apr/23 10:43 AM,Inspection
Jyoti,14/Sep/23 08:19 PM,07/Jul/23 10:43 AM,Send Email
Deepti,03/Apr/23 10:43 AM,20/Jul/23 10:43 PM,Business Development
Deepti,02/Sep/23 10:43 PM,07/Jun/23 01:07 AM,Call
Sharan,03/Apr/23 10:43 AM,02/Apr/23 08:19 AM,Podcast
Jyoti,17/Sep/23 03:31 PM,18/Jun/23 10:43 PM,Call
Priyanka,02/Jun/23 03:31 AM,02/May/23 03:31 AM,Fund raising
Jyoti,02/Sep/23 03:31 AM,05/May/23 01:07 AM,Remote Inspection
Ravi,27/Jul/23 10:43 PM,01/Apr/23 03:31 AM,Updates
Deepti,21/Aug/23 05:55 AM,10/Apr/23 01:07 PM,Fund raising
Priyanka,18/Apr/23 03:31 PM,06/Apr/23 01:07 PM,Fund raising
Ravi,30/Apr/23 10:43 AM,27/Sep/23 01:07 PM,Reply to Customers
Priyanka,19/May/23 01:07 AM,03/Sep/23 03:31 AM,Reporting
Sharan,10/Oct/23 10:43 AM,07/Aug/23 05:55 AM,Send Email
Priyanka,14/Jun/23 10:43 AM,26/May/23 10:43 PM,Podcast
Ravi,30/Mar/23 08:19 PM,08/Jun/23 05:55 PM,Fund raising
Ravi,27/Jul/23 10:43 PM,05/May/23 05:55 AM,Business Development
Ravi,30/Jul/23 03:31 AM,17/Jun/23 10:43 PM,Reporting
Deepti,24/Aug/23 03:31 PM,06/Jun/23 08:19 AM,Reply to Customers
Sharan,08/Sep/23 01:07 AM,04/Oct/23 08:19 AM,Podcast
Jyoti,12/Sep/23 08:19 AM,17/Jun/23 03:31 AM,Remote Inspection
Priyanka,21/Jun/23 10:43 AM,05/Sep/23 01:07 AM,Call
Deepti,16/Jul/23 08:19 PM,01/Aug/23 01:07 PM,Podcast
Ravi,25/May/23 10:43 AM,13/Apr/23 03:31 AM,Updates
Sharan,18/Jun/23 01:07 AM,20/Sep/23 03:31 PM,Remote Inspection
Sharan,04/Oct/23 08:19 PM,12/Sep/23 05:55 AM,Inspection
Jyoti,12/May/23 08:19 AM,17/Jul/23 08:19 AM,Remote Inspection
Sharan,20/Apr/23 01:07 PM,15/Jul/23 08:19 AM,Remote Inspection
Jyoti,27/Sep/23 10:43 AM,09/Sep/23 03:31 PM,Reply to Customers
Deepti,19/Sep/23 08:19 PM,30/Mar/23 01:07 PM,Send Email
Sharan,10/Aug/23 08:19 AM,02/Sep/23 10:43 PM,Send Email
Priyanka,14/Jul/23 05:55 PM,03/Oct/23 01:07 AM,Inspection
Jyoti,18/Aug/23 01:07 PM,08/Oct/23 08:19 AM,Send Email
Deepti,17/May/23 05:55 AM,05/Aug/23 05:55 AM,Send Email
Deepti,04/Jun/23 08:19 PM,23/Jun/23 01:07 AM,Fund raising
Sharan,06/May/23 03:31 AM,02/Aug/23 03:31 AM,Reply to Customers
Jyoti,14/May/23 03:31 AM,09/Jul/23 03:31 AM,Call
Priyanka,11/Jul/23 05:55 PM,11/May/23 08:19 PM,Fund raising
Jyoti,29/Mar/23 03:31 PM,16/May/23 01:07 PM,Business Development
Deepti,18/Jun/23 03:31 AM,12/Jul/23 08:19 AM,Remote Inspection
Priyanka,08/Apr/23 08:19 AM,27/Jun/23 05:55 AM,Send Email
Deepti,28/Jul/23 05:55 AM,09/Oct/23 10:43 PM,Business Development
Jyoti,15/May/23 03:31 AM,18/Apr/23 10:43 AM,Reply to Customers
Jyoti,27/Sep/23 08:19 AM,30/Apr/23 05:55 PM,Podcast
Ravi,16/May/23 05:55 AM,05/Apr/23 10:43 AM,Remote Inspection
Ravi,14/Jul/23 08:19 AM,15/Jun/23 03:31 AM,Call
Ravi,10/Sep/23 10:43 AM,19/Apr/23 08:19 AM,Updates
Jyoti,06/Sep/23 08:19 AM,11/Oct/23 10:43 PM,Reporting
Priyanka,10/May/23 05:55 AM,31/Mar/23 01:07 PM,Remote Inspection
Sharan,12/Oct/23 05:55 PM,20/Sep/23 01:07 AM,Reply to Customers
Priyanka,16/May/23 08:19 AM,04/Jul/23 01:07 AM,Reporting
Sharan,29/Aug/23 10:43 AM,05/Jul/23 05:55 PM,Podcast
Sharan,27/Jun/23 10:43 AM,09/Sep/23 03:31 AM,Call
Jyoti,05/Jul/23 10:43 AM,02/May/23 03:31 PM,Podcast
Ravi,11/Aug/23 05:55 AM,24/May/23 05:55 PM,Reporting
Sharan,03/May/23 10:43 AM,24/Aug/23 08:19 AM,Reporting
Priyanka,28/Apr/23 01:07 AM,01/Aug/23 03:31 AM,Updates
Sharan,10/Aug/23 05:55 PM,29/Jun/23 03:31 PM,Send Email
Jyoti,12/Oct/23 10:43 PM,10/Sep/23 10:43 AM,Inspection
Deepti,22/Apr/23 10:43 PM,21/Apr/23 10:43 PM,Fund raising
Jyoti,27/Jul/23 01:07 PM,08/Sep/23 05:55 PM,Remote Inspection
Ravi,23/Sep/23 05:55 PM,01/May/23 08:19 PM,Updates
Priyanka,23/Apr/23 03:31 PM,03/Apr/23 01:07 PM,Send Email
Deepti,12/Apr/23 10:43 AM,27/Sep/23 01:07 AM,Send Email
Jyoti,22/Jun/23 01:07 AM,07/Apr/23 10:43 AM,Remote Inspection
Deepti,16/Aug/23 03:31 PM,06/Sep/23 01:07 PM,Inspection
Ravi,29/Apr/23 05:55 PM,09/Jun/23 10:43 AM,Inspection
Deepti,06/Jun/23 08:19 AM,30/Jun/23 03:31 PM,Updates
Jyoti,18/Sep/23 10:43 PM,13/May/23 10:43 AM,Call
Jyoti,01/Jun/23 08:19 PM,17/Jul/23 10:43 PM,Reply to Customers
Sharan,25/Jul/23 01:07 PM,14/May/23 05:55 PM,Send Email
Sharan,30/Sep/23 03:31 PM,13/Jul/23 05:55 PM,Fund raising
Deepti,16/Sep/23 10:43 PM,29/Mar/23 10:43 PM,Reply to Customers
Sharan,13/Jun/23 05:55 PM,17/Apr/23 08:19 PM,Reply to Customers
Sharan,24/Apr/23 01:07 PM,30/May/23 03:31 AM,Remote Inspection
Jyoti,18/Jul/23 08:19 PM,11/Jul/23 01:07 AM,Remote Inspection
Jyoti,28/Jun/23 10:43 PM,08/Jun/23 01:07 AM,Call
Jyoti,15/Apr/23 01:07 PM,14/Sep/23 03:31 PM,Business Development
Ravi,29/Apr/23 05:55 PM,19/May/23 08:19 AM,Reporting
Sharan,28/Apr/23 01:07 AM,16/Aug/23 01:07 AM,Send Email
Jyoti,23/Apr/23 05:55 PM,23/Jul/23 10:43 PM,Call
Jyoti,30/Sep/23 08:19 AM,23/May/23 08:19 AM,Reply to Customers
Jyoti,05/Jul/23 05:55 PM,08/Oct/23 05:55 PM,Updates
Jyoti,26/May/23 05:55 PM,08/Sep/23 10:43 AM,Inspection
Jyoti,15/Oct/23 03:31 AM,24/Jun/23 05:55 AM,Remote Inspection
Ravi,08/Oct/23 10:43 PM,23/Jul/23 10:43 AM,Remote Inspection
Priyanka,18/Sep/23 10:43 PM,15/Jun/23 10:43 AM,Inspection
Priyanka,04/Jun/23 10:43 PM,22/Jun/23 05:55 AM,Reply to Customers
Jyoti,04/Aug/23 08:19 PM,20/Apr/23 10:43 PM,Reporting
Jyoti,31/Mar/23 03:31 AM,20/Aug/23 01:07 AM,Inspection
Sharan,02/Apr/23 05:55 AM,05/Jun/23 05:55 PM,Business Development
Sharan,18/Apr/23 10:43 PM,24/May/23 08:19 PM,Updates
Sharan,11/Apr/23 08:19 AM,08/Apr/23 08:19 PM,Remote Inspection
Ravi,07/Jun/23 03:31 AM,25/Apr/23 03:31 PM,Reply to Customers
Sharan,11/Sep/23 05:55 AM,23/Apr/23 01:07 AM,Reply to Customers
Priyanka,09/Jun/23 03:31 AM,21/Apr/23 03:31 AM,Business Development
Jyoti,14/May/23 01:07 PM,07/Aug/23 05:55 PM,Reporting
Deepti,03/Apr/23 03:31 AM,07/Jul/23 08:19 PM,Call
Ravi,06/Jul/23 08:19 PM,27/Apr/23 08:19 AM,Remote Inspection
Jyoti,19/Sep/23 08:19 PM,23/Aug/23 03:31 PM,Call
Sharan,02/Sep/23 03:31 AM,27/Apr/23 08:19 PM,Reply to Customers
Sharan,05/Sep/23 01:07 PM,18/May/23 05:55 AM,Remote Inspection
Deepti,12/Aug/23 03:31 PM,02/Oct/23 05:55 PM,Reporting
Deepti,11/Jun/23 03:31 AM,29/Aug/23 03:31 PM,Reply to Customers
Ravi,12/Aug/23 05:55 PM,17/May/23 08:19 AM,Send Email
Ravi,01/Oct/23 03:31 AM,04/Apr/23 08:19 AM,Send Email
Ravi,03/May/23 08:19 AM,08/Sep/23 01:07 AM,Remote Inspection
Sharan,23/Aug/23 01:07 PM,06/Aug/23 01:07 PM,Remote Inspection
Ravi,17/Sep/23 08:19 PM,07/Jun/23 05:55 PM,Podcast
Sharan,23/Aug/23 05:55 PM,28/Jun/23 01:07 AM,Updates
Priyanka,05/May/23 01:07 PM,06/Sep/23 05:55 AM,Fund raising
Jyoti,23/Sep/23 05:55 AM,02/Apr/23 03:31 AM,Send Email
Deepti,21/Aug/23 03:31 AM,07/Jun/23 05:55 AM,Reporting
Priyanka,06/Jul/23 08:19 PM,19/Jul/23 01:07 AM,Fund raising
Ravi,17/Apr/23 10:43 PM,23/Jul/23 01:07 AM,Reply to Customers
Sharan,18/Jun/23 10:43 PM,23/Jul/23 10:43 AM,Send Email
Ravi,05/May/23 05:55 PM,03/Aug/23 01:07 AM,Inspection
Sharan,07/May/23 01:07 PM,13/May/23 05:55 AM,Business Development
Sharan,14/Apr/23 01:07 PM,28/Jul/23 08:19 PM,Updates
Sharan,22/Aug/23 08:19 AM,29/Jun/23 10:43 PM,Podcast
Deepti,18/May/23 08:19 PM,27/Apr/23 08:19 PM,Reply to Customers
Sharan,21/Jul/23 08:19 AM,12/Aug/23 08:19 AM,Fund raising
Ravi,12/Jun/23 10:43 AM,30/Aug/23 10:43 PM,Call
Jyoti,05/Jun/23 05:55 AM,21/Jul/23 10:43 AM,Remote Inspection
Deepti,08/Jun/23 03:31 AM,04/Jun/23 08:19 PM,Remote Inspection
Priyanka,25/Apr/23 03:31 AM,01/Apr/23 05:55 AM,Call
Ravi,28/Sep/23 10:43 AM,29/Jun/23 01:07 PM,Business Development
Ravi,09/Aug/23 01:07 PM,07/May/23 10:43 AM,Call
Priyanka,06/May/23 03:31 AM,27/May/23 08:19 AM,Podcast
Sharan,03/Apr/23 05:55 AM,24/Aug/23 01:07 PM,Reply to Customers
Jyoti,23/Jul/23 05:55 AM,27/Apr/23 08:19 PM,Inspection
Deepti,18/Jun/23 08:19 PM,10/Jul/23 05:55 AM,Inspection
Jyoti,21/Jul/23 10:43 PM,14/Jul/23 01:07 PM,Updates
Deepti,11/Oct/23 05:55 AM,08/Apr/23 10:43 AM,Send Email
Sharan,18/Aug/23 10:43 AM,13/May/23 03:31 AM,Call
Priyanka,04/Apr/23 05:55 AM,22/Sep/23 01:07 AM,Podcast
Sharan,26/Aug/23 03:31 PM,09/Sep/23 05:55 PM,Business Development
Ravi,04/Jul/23 08:19 AM,05/Sep/23 05:55 PM,Send Email
Sharan,27/Aug/23 10:43 AM,04/Oct/23 05:55 AM,Podcast
Jyoti,27/Apr/23 03:31 AM,18/Aug/23 08:19 PM,Send Email
Ravi,25/Jul/23 10:43 PM,21/May/23 10:43 AM,Reply to Customers
Deepti,01/May/23 08:19 AM,30/Apr/23 01:07 PM,Reporting
Jyoti,11/Aug/23 05:55 AM,01/Jun/23 03:31 AM,Fund raising
Sharan,13/Apr/23 03:31 AM,21/Jul/23 01:07 AM,Podcast
Jyoti,05/Oct/23 03:31 AM,05/Oct/23 01:07 AM,Send Email
Jyoti,10/Jun/23 01:07 PM,27/Aug/23 03:31 PM,Remote Inspection
Priyanka,28/May/23 03:31 AM,06/Apr/23 08:19 PM,Reporting
Jyoti,10/Aug/23 08:19 AM,09/Apr/23 03:31 PM,Inspection
Deepti,07/Jun/23 03:31 PM,11/Jun/23 08:19 AM,Fund raising
Ravi,30/Mar/23 03:31 AM,02/Jul/23 01:07 AM,Call
Priyanka,04/Jun/23 01:07 PM,14/May/23 01:07 PM,Remote Inspection
Jyoti,07/Apr/23 08:19 PM,23/Apr/23 01:07 AM,Remote Inspection
Priyanka,05/Apr/23 10:43 AM,04/Oct/23 08:19 PM,Reporting
Deepti,07/May/23 05:55 PM,02/Aug/23 05:55 PM,Fund raising
Jyoti,26/Sep/23 05:55 AM,18/Sep/23 05:55 PM,Send Email
Priyanka,06/Jun/23 01:07 AM,13/Sep/23 01:07 PM,Updates
Sharan,16/May/23 10:43 PM,25/Apr/23 08:19 PM,Call
Sharan,29/Aug/23 01:07 AM,04/Jun/23 05:55 PM,Send Email
Jyoti,31/Jul/23 05:55 PM,26/Sep/23 05:55 PM,Call
Deepti,28/Sep/23 08:19 PM,16/Jul/23 08:19 AM,Podcast
Ravi,30/Aug/23 10:43 PM,18/Sep/23 01:07 AM,Business Development
Priyanka,01/Sep/23 03:31 AM,17/Apr/23 10:43 PM,Business Development
Sharan,12/Apr/23 10:43 AM,06/Jul/23 05:55 AM,Reporting
Jyoti,23/Sep/23 08:19 AM,11/Jul/23 05:55 PM,Remote Inspection
Ravi,31/Aug/23 10:43 PM,27/Aug/23 08:19 AM,Reporting
Deepti,28/Jun/23 03:31 AM,30/May/23 10:43 PM,Podcast
Sharan,03/Oct/23 10:43 PM,09/May/23 01:07 AM,Podcast
Priyanka,30/Jun/23 10:43 AM,10/Apr/23 10:43 PM,Business Development
Jyoti,14/Oct/23 10:43 PM,02/Aug/23 01:07 AM,Podcast
Deepti,30/Aug/23 01:07 PM,10/May/23 10:43 AM,Updates
Ravi,14/Aug/23 01:07 PM,03/Aug/23 01:07 PM,Business Development
Ravi,03/Jun/23 01:07 AM,27/Jul/23 01:07 PM,Remote Inspection
Ravi,04/Sep/23 05:55 AM,13/Aug/23 08:19 AM,Reply to Customers
Ravi,06/Sep/23 03:31 PM,20/Sep/23 05:55 PM,Remote Inspection
Deepti,11/Sep/23 05:55 AM,29/Mar/23 08:19 PM,Updates
Ravi,20/Jun/23 03:31 AM,08/Sep/23 05:55 AM,Call
Priyanka,04/Aug/23 01:07 AM,11/Oct/23 08:19 PM,Podcast
Sharan,03/Jun/23 03:31 PM,05/Jul/23 08:19 PM,Reporting
Priyanka,18/Sep/23 10:43 AM,28/May/23 10:43 PM,Podcast
Deepti,15/Jun/23 08:19 PM,24/May/23 08:19 PM,Send Email
Deepti,09/Jun/23 08:19 PM,28/Jun/23 03:31 PM,Inspection
Ravi,11/Jun/23 10:43 PM,26/May/23 03:31 PM,Send Email
Sharan,05/Aug/23 03:31 PM,27/Jun/23 05:55 PM,Reporting
Deepti,02/Apr/23 10:43 PM,25/Aug/23 05:55 AM,Business Development
Priyanka,09/Jul/23 05:55 AM,19/Jun/23 08:19 AM,Reply to Customers
Priyanka,31/May/23 01:07 PM,18/May/23 01:07 PM,Business Development
Ravi,19/Aug/23 01:07 AM,15/Apr/23 10:43 PM,Podcast
Ravi,13/Jul/23 01:07 PM,26/Apr/23 10:43 AM,Business Development
Jyoti,13/May/23 10:43 PM,11/Oct/23 08:19 AM,Reply to Customers
Ravi,30/Sep/23 08:19 PM,29/May/23 01:07 AM,Inspection
Sharan,15/Jul/23 10:43 AM,14/Aug/23 05:55 AM,Remote Inspection
Priyanka,21/Jul/23 03:31 PM,28/Jun/23 10:43 AM,Podcast
Priyanka,12/Aug/23 08:19 PM,14/Oct/23 01:07 AM,Business Development
Ravi,30/Sep/23 05:55 AM,06/Jun/23 03:31 AM,Remote Inspection
Deepti,10/May/23 10:43 PM,07/Jun/23 10:43 PM,Fund raising
Ravi,22/Jul/23 03:31 PM,24/Jun/23 10:43 AM,Remote Inspection
Priyanka,22/Jul/23 01:07 PM,08/Oct/23 10:43 AM,Call
Ravi,29/Aug/23 01:07 PM,22/Aug/23 05:55 PM,Remote Inspection
Ravi,11/Oct/23 03:31 AM,21/May/23 01:07 PM,Business Development
Jyoti,14/Jul/23 05:55 PM,05/Aug/23 01:07 AM,Remote Inspection
Deepti,13/Jun/23 08:19 PM,01/May/23 03:31 PM,Podcast
Deepti,03/Aug/23 10:43 PM,19/May/23 10:43 AM,Inspection
Deepti,13/Aug/23 01:07 PM,06/Sep/23 08:19 AM,Reporting
Ravi,16/May/23 01:07 AM,17/Jul/23 01:07 PM,Remote Inspection
Priyanka,14/May/23 10:43 PM,29/Sep/23 01:07 AM,Inspection
Priyanka,14/Jun/23 08:19 AM,13/Oct/23 05:55 PM,Send Email
Ravi,08/Sep/23 08:19 PM,07/Aug/23 08:19 AM,Send Email
Sharan,23/Aug/23 08:19 AM,08/Sep/23 01:07 PM,Fund raising
Ravi,08/Sep/23 10:43 PM,22/Apr/23 03:31 AM,Podcast
Deepti,30/Apr/23 03:31 AM,07/Apr/23 10:43 PM,Send Email
Sharan,01/Oct/23 08:19 PM,26/Jun/23 05:55 AM,Business Development
Jyoti,08/Apr/23 03:31 AM,04/May/23 10:43 AM,Reporting
Ravi,23/Sep/23 08:19 AM,02/Oct/23 05:55 AM,Reporting
Sharan,16/Jul/23 01:07 AM,21/Aug/23 05:55 PM,Send Email
Deepti,21/Jun/23 10:43 AM,23/Jun/23 05:55 PM,Send Email
Ravi,28/Jun/23 08:19 PM,19/Apr/23 08:19 AM,Business Development
Priyanka,08/Jul/23 08:19 PM,25/Sep/23 10:43 PM,Updates
Sharan,19/May/23 08:19 PM,08/Aug/23 10:43 AM,Updates
Deepti,21/May/23 05:55 PM,14/Jun/23 01:07 PM,Remote Inspection
Jyoti,22/Jul/23 03:31 PM,06/Jun/23 08:19 PM,Updates
Sharan,23/Aug/23 05:55 PM,06/Jun/23 01:07 AM,Business Development
Jyoti,04/May/23 01:07 PM,21/Jul/23 10:43 AM,Call
Sharan,10/May/23 10:43 PM,10/May/23 03:31 PM,Remote Inspection
Deepti,08/Oct/23 05:55 AM,27/May/23 01:07 AM,Call
Ravi,27/Jun/23 01:07 AM,30/Jul/23 08:19 AM,Remote Inspection
Sharan,09/May/23 10:43 AM,29/Jun/23 03:31 PM,Podcast
Ravi,17/Aug/23 03:31 AM,05/Apr/23 08:19 PM,Fund raising
Sharan,19/Jul/23 05:55 PM,11/Aug/23 05:55 AM,Reply to Customers
Sharan,23/Jun/23 03:31 PM,08/Aug/23 01:07 PM,Reply to Customers
Priyanka,28/Sep/23 01:07 AM,13/May/23 03:31 AM,Send Email
Sharan,09/Apr/23 10:43 AM,08/May/23 08:19 PM,Send Email
Jyoti,06/Jul/23 05:55 PM,22/Sep/23 08:19 AM,Podcast
Deepti,18/Jun/23 03:31 PM,30/Aug/23 08:19 PM,Send Email
Jyoti,28/Jun/23 08:19 AM,14/Jul/23 10:43 PM,Reporting
Jyoti,09/Apr/23 01:07 AM,27/Sep/23 01:07 AM,Podcast
Jyoti,22/May/23 05:55 AM,22/Jun/23 05:55 AM,Call
Jyoti,09/Sep/23 05:55 PM,27/Apr/23 08:19 AM,Fund raising
Jyoti,04/Oct/23 01:07 PM,21/Apr/23 10:43 AM,Updates
Priyanka,01/Oct/23 10:43 AM,27/May/23 05:55 PM,Call
Priyanka,05/May/23 10:43 AM,26/May/23 03:31 AM,Reporting
Priyanka,02/Sep/23 10:43 AM,14/May/23 08:19 AM,Podcast
Priyanka,10/Sep/23 01:07 PM,10/Oct/23 10:43 AM,Reply to Customers
Jyoti,27/May/23 10:43 PM,08/May/23 01:07 PM,Reporting
Jyoti,23/Sep/23 08:19 AM,07/Oct/23 03:31 AM,Updates
Sharan,21/Jul/23 03:31 AM,31/Jul/23 05:55 PM,Updates
Deepti,12/Sep/23 01:07 PM,03/Oct/23 01:07 PM,Inspection
Priyanka,13/Sep/23 10:43 AM,25/Jul/23 01:07 AM,Remote Inspection
Sharan,26/Aug/23 03:31 AM,31/May/23 03:31 PM,Updates
Ravi,30/Apr/23 10:43 PM,09/Apr/23 03:31 AM,Business Development
Deepti,03/Jul/23 05:55 AM,16/May/23 05:55 PM,Fund raising
Sharan,21/Aug/23 01:07 AM,21/Aug/23 01:07 AM,Updates
Priyanka,18/Jul/23 01:07 AM,21/Aug/23 08:19 AM,Business Development
Priyanka,24/Jul/23 05:55 PM,02/Jul/23 10:43 AM,Call
Sharan,07/Apr/23 10:43 AM,10/Sep/23 08:19 AM,Remote Inspection
Deepti,09/Apr/23 05:55 PM,09/Oct/23 05:55 PM,Podcast
Deepti,07/Jun/23 10:43 AM,11/Aug/23 05:55 PM,Fund raising
Ravi,15/Aug/23 08:19 AM,28/Apr/23 08:19 PM,Business Development
Deepti,04/Jun/23 03:31 PM,22/Sep/23 03:31 AM,Remote Inspection
Priyanka,29/May/23 05:55 PM,19/May/23 10:43 PM,Remote Inspection
Ravi,25/Sep/23 10:43 PM,20/Jul/23 08:19 PM,Updates
Jyoti,30/Aug/23 05:55 AM,03/Jul/23 08:19 AM,Podcast
Deepti,15/Jul/23 10:43 AM,16/Jun/23 03:31 PM,Business Development
Sharan,12/Apr/23 05:55 AM,17/Aug/23 10:43 PM,Podcast
Sharan,30/May/23 10:43 AM,04/Sep/23 01:07 PM,Inspection
Sharan,01/May/23 10:43 AM,13/May/23 08:19 PM,Remote Inspection
Jyoti,07/Aug/23 10:43 AM,04/Jun/23 08:19 AM,Reply to Customers
Jyoti,16/Aug/23 08:19 AM,05/May/23 03:31 AM,Business Development
Sharan,21/Sep/23 10:43 AM,22/Jul/23 03:31 PM,Inspection
Deepti,05/Oct/23 05:55 PM,01/Oct/23 01:07 AM,Remote Inspection
Ravi,23/Sep/23 10:43 AM,29/Sep/23 05:55 PM,Podcast
Ravi,24/May/23 05:55 AM,06/Jun/23 05:55 AM,Podcast
Ravi,24/Jul/23 01:07 PM,29/Jul/23 05:55 PM,Business Development
Deepti,20/Jun/23 05:55 PM,03/Jul/23 05:55 PM,Inspection
Priyanka,29/Jun/23 01:07 PM,23/Jul/23 01:07 AM,Send Email
Jyoti,09/Aug/23 03:31 AM,03/Jun/23 05:55 PM,Remote Inspection
Ravi,23/Jun/23 05:55 AM,04/Aug/23 03:31 AM,Reply to Customers
Priyanka,13/Aug/23 03:31 PM,20/May/23 03:31 PM,Business Development
Jyoti,10/Oct/23 05:55 AM,13/Oct/23 05:55 PM,Reporting
Jyoti,16/Jul/23 10:43 AM,15/Aug/23 08:19 AM,Reply to Customers
Priyanka,04/Aug/23 08:19 AM,29/May/23 10:43 PM,Updates
Priyanka,02/Oct/23 01:07 AM,20/Aug/23 03:31 AM,Remote Inspection
Sharan,16/Sep/23 05:55 PM,11/Aug/23 10:43 AM,Inspection
Ravi,13/Jun/23 10:43 PM,09/Jul/23 10:43 PM,Send Email
Sharan,26/Jul/23 05:55 AM,24/May/23 01:07 PM,Call
Ravi,04/Oct/23 03:31 AM,04/Apr/23 08:19 PM,Reply to Customers
Jyoti,01/Apr/23 03:31 PM,02/Jul/23 05:55 PM,Business Development
Ravi,16/Aug/23 03:31 PM,05/May/23 03:31 PM,Updates
Sharan,31/Aug/23 01:07 PM,13/Sep/23 03:31 PM,Updates
Sharan,19/Apr/23 08:19 PM,30/Apr/23 08:19 AM,Send Email
Priyanka,05/May/23 01:07 AM,19/Aug/23 05:55 AM,Remote Inspection
Ravi,10/Aug/23 10:43 AM,06/May/23 05:55 PM,Send Email
Ravi,22/Jul/23 03:31 AM,28/Apr/23 08:19 PM,Fund raising
Sharan,11/Jun/23 08:19 PM,31/Jul/23 05:55 AM,Inspection
Deepti,04/Oct/23 01:07 AM,03/Jun/23 10:43 AM,Fund raising
Ravi,18/Apr/23 01:07 PM,26/Jun/23 05:55 AM,Send Email
Priyanka,18/Jul/23 03:31 AM,21/Jun/23 05:55 AM,Business Development
Jyoti,13/May/23 05:55 PM,11/Jun/23 10:43 PM,Updates
Ravi,11/May/23 10:43 AM,06/Jun/23 10:43 AM,Updates
Jyoti,25/Apr/23 08:19 PM,03/Jun/23 10:43 AM,Updates
Deepti,07/Aug/23 10:43 AM,25/Apr/23 03:31 AM,Podcast
